Date,Open,High,Low,Close,Adj Close,Volume
1/11/16,63.759998,64.470001,63.630001,64.220001,56.99007,12653800
1/12/16,64.379997,64.730003,63.43,63.619999,56.457623,12195900
1/13/16,63.73,63.73,61.830002,61.919998,54.949009,13725700
1/14/16,62,63.619999,61.82,63.060001,55.960667,12934900
1/15/16,61.549999,62.470001,61.259998,61.93,54.957886,15174400
1/19/16,62.25,62.799999,62.009998,62.560001,55.51696,13051300
1/20/16,61.799999,62.330002,60.200001,60.84,53.990601,17369100
1/21/16,60.98,62.790001,60.91,61.880001,54.913509,12089200
1/22/16,62.439999,63.259998,62.130001,62.689999,55.632324,9197500
1/25/16,62.779999,63.82,62.549999,63.450001,56.306763,12823400
1/26/16,63.360001,64.470001,63.259998,64,56.794834,9441200
1/27/16,64.099998,65.18,63.889999,63.950001,56.750477,10214300
1/28/16,64.029999,64.510002,63.43,64.220001,56.99007,11278300
1/29/16,64.75,66.529999,64.739998,66.360001,58.889149,16439100
2/1/16,65.910004,67.93,65.889999,67.5,59.90081,14728400
2/2/16,67.300003,67.839996,66.279999,66.860001,59.332867,13585900
2/3/16,67.309998,67.5,65.07,66.269997,58.80928,12315600
2/4/16,65.760002,66.550003,65.010002,66.419998,58.94239,12833400
2/5/16,66.860001,67.529999,65.879997,67,59.4571,14196500
2/8/16,66.5,67.150002,65.160004,66.900002,59.368362,20743600
2/9/16,65.489998,66.410004,64.68,65.809998,58.401058,14642400
2/10/16,66.190002,66.589996,65.650002,65.790001,58.38332,9709300
2/11/16,65.019997,65.760002,64.779999,65.32,57.966228,11186700
2/12/16,65.519997,66.25,64.870003,66.18,58.729424,9695500
2/16/16,66.610001,66.800003,65.5,65.900002,58.480934,11360500
2/17/16,66.099998,66.610001,65.809998,66.110001,58.667301,12426700
2/18/16,63.740002,64.779999,62.349998,64.120003,56.901337,27894600
2/19/16,63.889999,64.769997,63.439999,64.660004,57.380539,15562300
2/22/16,64.660004,66.139999,64.660004,65.629997,58.241329,10587300
2/23/16,65.839996,66.599998,65.279999,66.480003,58.995636,11432000
2/24/16,66.190002,67.330002,65.720001,67.120003,59.563583,10291200
