Date,Open,High,Low,Close,Adj Close,Volume
2016-01-13,59.459999,59.680000,56.910000,57.340000,49.505157,28808100
2016-01-14,58.160000,59.380001,57.290001,58.200001,50.247646,31296300
2016-01-15,56.450001,57.570000,56.220001,57.040001,49.246151,38131700
2016-01-19,57.730000,57.970001,56.509998,57.009998,49.220245,22818900
2016-01-20,55.630001,56.180000,54.660000,55.509998,47.925201,34646100
2016-01-21,55.740002,56.520000,55.060001,55.250000,47.700737,31301100
2016-01-22,56.439999,57.160000,56.299999,56.950001,49.168446,22732200
2016-01-25,56.480000,56.849998,55.599998,55.660000,48.054710,21114400
2016-01-26,55.849998,57.150002,55.810001,57.080002,49.280689,17535700
2016-01-27,57.080002,58.270000,56.560001,57.040001,49.246151,20560000
2016-01-28,57.520000,57.970001,56.630001,57.279999,49.453350,15497900
2016-01-29,57.830002,59.540001,57.509998,59.500000,51.370014,26992200
2016-02-01,59.160000,59.650002,58.439999,58.860001,50.817471,16807900
2016-02-02,57.880001,57.980000,56.750000,57.029999,49.237518,22448200
2016-02-03,57.369999,57.799999,55.020000,57.410000,49.565590,31543200
2016-02-04,57.060001,58.520000,57.060001,58.400002,50.420319,21651300
2016-02-05,58.580002,59.139999,57.419998,57.750000,49.859138,22001300
2016-02-08,56.689999,56.919998,55.540001,56.540001,48.814472,28267600
2016-02-09,55.290001,56.689999,55.130001,56.200001,48.520927,26300000
2016-02-10,56.570000,57.410000,55.470001,55.520000,47.933846,22389600
2016-02-11,53.900002,53.910000,52.500000,53.070000,45.818600,44334700
2016-02-12,55.650002,57.570000,55.169998,57.490002,49.634663,37011400
2016-02-16,58.230000,58.599998,57.639999,58.349998,50.377144,23730700
2016-02-17,58.849998,59.250000,58.389999,58.770000,50.739761,21580100
2016-02-18,58.840000,58.860001,57.250000,57.810001,49.910942,17037800
2016-02-19,57.500000,58.169998,57.080002,57.820000,49.919571,15658200
2016-02-22,58.509998,58.880001,58.419998,58.570000,50.567089,14882800
2016-02-23,57.900002,58.090000,55.959999,56.119999,48.451862,31772500
2016-02-24,55.200001,56.209999,54.330002,56.139999,48.469131,25560100
