Date,Open,High,Low,Close,Adj Close,Volume
2015-11-30,23.530001,24.850000,23.530001,24.850000,24.850000,372400
2015-12-01,24.850000,25.440001,24.450001,25.309999,25.309999,276100
2015-12-02,25.000000,25.559999,25.000000,25.520000,25.520000,216500
2015-12-03,25.440001,25.549999,24.180000,24.450001,24.450001,130700
2015-12-04,24.549999,24.889999,24.430000,24.750000,24.750000,74100
2015-12-07,24.610001,24.830000,24.190001,24.400000,24.400000,85300
2015-12-08,24.270000,24.730000,23.825001,24.660000,24.660000,111500
2015-12-09,24.090000,24.530001,23.139999,23.770000,23.770000,246200
2015-12-10,23.770000,24.080000,23.770000,23.820000,23.820000,150700
2015-12-11,23.650000,23.670000,22.840000,22.860001,22.860001,118400
2015-12-14,22.840000,23.090000,22.549999,22.660000,22.660000,105100
2015-12-15,22.700001,23.320000,22.540001,22.840000,22.840000,173100
2015-12-16,22.930000,23.381001,22.850000,23.350000,23.350000,58000
2015-12-17,23.309999,23.690001,22.770000,22.910000,22.910000,112300
2015-12-18,22.750000,23.330000,22.360001,22.400000,22.400000,176100
2015-12-21,22.600000,22.600000,22.090000,22.410000,22.410000,83500
2015-12-22,22.450001,22.809999,22.049999,22.639999,22.639999,106200
2015-12-23,22.670000,22.770000,22.410000,22.620001,22.620001,236400
2015-12-24,22.680000,22.980000,22.580000,22.690001,22.690001,54900
2015-12-28,22.660000,22.940001,22.350000,22.620001,22.620001,127200
2015-12-29,22.680000,22.980000,22.420000,22.889999,22.889999,85900
2015-12-30,22.750000,22.889999,22.480000,22.500000,22.500000,62200
2015-12-31,22.500000,22.879999,22.299999,22.750000,22.750000,180500
2016-01-04,22.230000,22.650000,21.709999,22.510000,22.510000,413600
2016-01-05,22.510000,23.090000,22.450001,22.780001,22.780001,195000
2016-01-06,22.370001,23.250000,22.150000,23.059999,23.059999,344500
2016-01-07,22.660000,23.155001,22.139999,22.309999,22.309999,249000
2016-01-08,22.410000,22.740000,21.860001,21.870001,21.870001,181800
2016-01-11,21.889999,22.770000,21.709999,21.950001,21.950001,254600
2016-01-12,22.200001,22.570000,22.080000,22.270000,22.270000,141300
2016-01-13,22.260000,22.320000,19.900000,20.760000,20.760000,339700
2016-01-14,20.809999,21.549999,20.500000,21.150000,21.150000,157800
2016-01-15,20.530001,21.110001,20.530001,21.040001,21.040001,206500
2016-01-19,21.299999,21.450001,20.010000,20.170000,20.170000,168600
2016-01-20,19.959999,20.200001,18.950001,19.969999,19.969999,184300
2016-01-21,20.000000,20.420000,19.660000,19.910000,19.910000,150300
2016-01-22,20.250000,21.340000,20.250000,21.020000,21.020000,137700
2016-01-25,20.930000,21.340000,20.770000,20.770000,20.770000,151300
2016-01-26,20.870001,21.049999,20.320000,20.889999,20.889999,70700
