Date,Close,Volume,100_MA
2015-12-14,72.720001,4721100,
2015-12-15,72.980003,4581800,
2015-12-16,73.800003,3959100,
2015-12-17,72.33000200000001,6749900,
2015-12-18,71.370003,7597700,
2015-12-21,71.709999,3727800,
2015-12-22,72.610001,3524500,
2015-12-23,73.650002,2592900,
2015-12-24,73.16999799999999,1097700,
2015-12-28,72.870003,2427300,
2015-12-29,74.440002,4548300,
2015-12-30,73.620003,2143600,
2015-12-31,72.610001,3488200,
2016-01-04,73.550003,8233300,
2016-01-05,74.839996,8191400,
2016-01-06,74.08000200000001,4921400,
2016-01-07,73.879997,11289900,
2016-01-08,71.379997,7749000,
2016-01-11,72.41999799999999,6369700,
2016-01-12,73.360001,4851100,
2016-01-13,71.639999,5963500,
2016-01-14,70.410004,6283200,
2016-01-15,70.08000200000001,7435800,
2016-01-19,69.239998,5645400,
2016-01-20,67.589996,9395700,
2016-01-21,68.639999,6869300,
2016-01-22,69.720001,3740800,
2016-01-25,68.91999799999999,5312200,
2016-01-26,70.440002,4052600,
2016-01-27,70.690002,3961400,
2016-01-28,70.989998,4073300,
2016-01-29,72.41999799999999,5184500,
2016-02-01,72.83000200000001,4714900,
2016-02-02,73.309998,4635500,
2016-02-03,72.57,5444900,
2016-02-04,70.040001,7650400,
2016-02-05,69.559998,3764200,
2016-02-08,70.0,5392400,
2016-02-09,69.860001,5110600,
2016-02-10,68.760002,4691200,
2016-02-11,68.050003,3846100,
2016-02-12,69.949997,4651800,
2016-02-16,71.5,3952000,
2016-02-17,72.099998,4933400,
2016-02-18,72.529999,5394800,
2016-02-19,72.32,4390800,
2016-02-22,72.470001,4766400,
2016-02-23,73.989998,5823100,
2016-02-24,76.940002,15048400,
2016-02-25,78.66999799999999,8383100,
2016-02-26,78.43,5190100,
2016-02-29,78.449997,5226200,
2016-03-01,80.959999,7174400,
2016-03-02,81.099998,9385300,
2016-03-03,79.709999,11353900,
2016-03-04,81.129997,6059200,
2016-03-07,80.82,4665000,
2016-03-08,80.529999,3981100,
2016-03-09,81.209999,3573100,
2016-03-10,81.5,5694800,
2016-03-11,81.870003,4103300,
2016-03-14,81.769997,3548800,
2016-03-15,81.650002,3213000,
2016-03-16,82.389999,4066000,
2016-03-17,83.019997,5689900,
2016-03-18,82.709999,7754400,
2016-03-21,82.199997,4656000,
2016-03-22,81.699997,5264600,
2016-03-23,81.5,4792700,
2016-03-24,82.040001,4304900,
2016-03-28,82.800003,5692900,
2016-03-29,82.970001,3576500,
2016-03-30,83.599998,3205900,
2016-03-31,82.279999,9481500,
2016-04-01,82.760002,4288800,
2016-04-04,82.300003,3753600,
2016-04-05,82.099998,4397200,
2016-04-06,82.16999799999999,3885500,
2016-04-07,81.57,4138800,
2016-04-08,80.879997,3958500,
2016-04-11,79.769997,4683000,
2016-04-12,80.779999,3338900,
2016-04-13,81.559998,2497900,
2016-04-14,81.779999,2689900,
2016-04-15,82.599998,3547000,
2016-04-18,83.41999799999999,3716800,
2016-04-19,83.980003,3423700,
2016-04-20,82.870003,3737200,
2016-04-21,82.75,3328900,
2016-04-22,82.33000200000001,3208300,
2016-04-25,82.599998,3163700,
2016-04-26,82.599998,2933800,
2016-04-27,83.290001,3580200,
2016-04-28,81.33000200000001,3833000,
2016-04-29,79.5,6838700,
2016-05-02,80.120003,4891900,
2016-05-03,79.989998,3231300,
2016-05-04,79.709999,3214500,
2016-05-05,78.129997,5655500,
2016-05-06,78.739998,3467700,76.7358998
2016-05-09,79.93,4391500,76.80799979
2016-05-10,80.050003,3855000,76.87869979000001
2016-05-11,75.699997,11492700,76.89769973
2016-05-12,75.599998,9124900,76.93039969
2016-05-13,73.879997,9456800,76.95549963
2016-05-16,74.610001,8756400,76.98449965
2016-05-17,73.610001,9292800,76.99449965000001
2016-05-18,68.0,36405600,76.93799963000001
2016-05-19,67.059998,12987700,76.87689963
2016-05-20,68.660004,9325800,76.83479964
2016-05-23,67.93,7890200,76.76969962
2016-05-24,68.690002,7586700,76.72039961
2016-05-25,69.279999,8697700,76.68709959
2016-05-26,68.910004,7018000,76.6406996
2016-05-27,68.900002,4811900,76.58129966000001
2016-05-31,68.779999,8560500,76.52829963000002
2016-06-01,68.410004,8786700,76.47359970000002
2016-06-02,68.32,13664100,76.44299973000003
2016-06-03,68.650002,7251000,76.40529977000001
2016-06-06,68.809998,5623900,76.35979974000001
2016-06-07,68.239998,5375400,76.32579973000001
2016-06-08,68.620003,5708900,76.30789972000001
2016-06-09,67.690002,6122900,76.28399972000003
2016-06-10,67.879997,4743600,76.27039971000002
2016-06-13,66.889999,4603700,76.26339974000003
2016-06-14,66.739998,5271800,76.24439973000003
2016-06-15,67.269997,5894700,76.21989969000003
2016-06-16,66.980003,4967900,76.20049974000003
2016-06-17,67.5,7864300,76.17109972000002
2016-06-20,67.989998,4327200,76.14409968000001
2016-06-21,68.300003,4579800,76.11719973000002
2016-06-22,68.860001,4421800,76.08159976000002
2016-06-23,69.779999,7511100,76.05109973000002
2016-06-24,69.349998,6760800,76.01149973000003
2016-06-27,69.449997,5570000,75.98029970000002
2016-06-28,69.739998,7325300,75.97729967000002
2016-06-29,70.0,6771300,75.98169969000003
2016-06-30,69.82,6502300,75.97989969000002
2016-07-01,70.050003,5005400,75.98179971000002
2016-07-05,69.739998,3311100,75.99159967000003
2016-07-06,70.510002,3907800,76.01619966000003
2016-07-07,70.089996,5088100,76.01759965000002
2016-07-08,71.309998,4675400,76.01569963000001
2016-07-11,72.540001,5264100,76.02009966000003
2016-07-12,73.519997,6648500,76.02999964000003
2016-07-13,73.16999799999999,3606700,76.03849962000002
2016-07-14,73.489998,4802000,76.04869959000003
2016-07-15,73.040001,5205300,76.03919962000003
2016-07-18,73.959999,3852600,76.00939959000003
2016-07-19,73.949997,4255700,75.96219958000002
2016-07-20,74.480003,2802300,75.92269961000002
2016-07-21,74.339996,3269200,75.88159960000002
2016-07-22,74.91999799999999,2514400,75.82119959000002
2016-07-25,76.300003,4208000,75.77319964000003
2016-07-26,76.220001,5027200,75.73829966000002
2016-07-27,75.25,3161800,75.67949969000003
2016-07-28,74.790001,4165900,75.61919970000004
2016-07-29,75.33000200000001,4969000,75.56719973000003
2016-08-01,75.510002,3818200,75.51019976000003
2016-08-02,73.889999,5071800,75.43409975000003
2016-08-03,74.099998,5490100,75.35639970000003
2016-08-04,74.139999,3095300,75.28009972000002
2016-08-05,74.940002,3056600,75.21299972000003
2016-08-08,75.0,3022200,75.13909973000003
2016-08-09,72.610001,7492600,75.03499977000003
2016-08-10,73.050003,4037400,74.93839981000002
2016-08-11,74.010002,6311400,74.85649986000003
2016-08-12,75.809998,6670900,74.79759987000003
2016-08-15,75.529999,5373400,74.73789986000003
2016-08-16,75.480003,6924200,74.67229988000003
2016-08-17,70.629997,19611500,74.55059982000003
2016-08-18,70.300003,11650900,74.42389984000003
2016-08-19,70.120003,5930800,74.28909989000003
2016-08-22,70.389999,4548900,74.17019989000003
2016-08-23,71.050003,5622700,74.05309990000003
2016-08-24,71.730003,5780500,73.94739990000002
2016-08-25,70.809998,5068000,73.83449990000003
2016-08-26,70.349998,5023100,73.71629990000002
2016-08-29,71.050003,3992200,73.61109993000002
2016-08-30,70.389999,4031800,73.50619995000002
2016-08-31,70.190002,5025100,73.41040000000002
2016-09-01,70.58000200000001,5199900,73.30840003000002
2016-09-02,70.809998,7857000,73.20090003000001
2016-09-06,70.099998,8235200,73.08410002000001
2016-09-07,70.300003,5131500,72.96110007000001
2016-09-08,69.459999,9141200,72.82150008000002
2016-09-09,69.0,6177800,72.67170005000001
2016-09-12,69.300003,8167900,72.53600005000003
2016-09-13,68.940002,9374900,72.39790007000002
2016-09-14,68.199997,6638000,72.25660002000002
2016-09-15,69.209999,5370900,72.12270003000002
2016-09-16,69.230003,7138000,71.98900008000003
2016-09-19,68.889999,4504600,71.84500006000002
2016-09-20,68.620003,2988200,71.71790007000003
2016-09-21,69.470001,4311000,71.61760008000002
2016-09-22,68.559998,7619200,71.50200003000002
2016-09-23,68.769997,3541900,71.38980002000002
2016-09-26,67.220001,6902800,71.26490004000001
2016-09-27,68.290001,5778400,71.16650008000002
2016-09-28,67.82,3376000,71.05730010000002
2016-09-29,67.720001,2887300,70.93520011000001
2016-09-30,68.68,4900500,70.82150008000002
2016-10-03,68.68,3295900,70.75130011000002
2016-10-04,68.650002,4376500,70.68180015000003
2016-10-05,67.739998,4762300,70.62040016000003
2016-10-06,68.410004,5032300,70.55840019000003
2016-10-07,69.040001,3863100,70.51270019000003
2016-10-10,68.860001,2724100,70.52130020000003
2016-10-11,68.389999,3029900,70.53460021000004
2016-10-12,67.860001,4279600,70.52660018000003
2016-10-13,67.889999,3292100,70.52620017000002
2016-10-14,68.110001,3818700,70.52040016000002
2016-10-17,67.239998,4059500,70.50000015000002
2016-10-18,67.360001,3011600,70.48450012000002
2016-10-19,67.529999,2619600,70.47080009000003
2016-10-20,67.709999,3961200,70.46010009000001
2016-10-21,68.230003,3121800,70.45830008000001
2016-10-24,68.260002,2545800,70.45770010000001
2016-10-25,67.949997,2553100,70.45070005000001
2016-10-26,68.589996,2846500,70.44850003
2016-10-27,67.620003,3731200,70.44230008000001
2016-10-28,68.83000200000001,4114500,70.44440007
2016-10-31,68.730003,3349500,70.45480008
2016-11-01,67.779999,4019500,70.4538001
2016-11-02,68.260002,3970600,70.46750013
2016-11-03,66.66999799999999,5068400,70.46680013
2016-11-04,66.529999,3937300,70.45940015000001
2016-11-07,67.529999,4777700,70.46490011
2016-11-08,67.050003,5097500,70.46040014
2016-11-09,68.809998,9570700,70.46860014
2016-11-10,70.540001,9639100,70.49100012000001
2016-11-11,71.349998,5330600,70.51590009
2016-11-14,72.16999799999999,7455400,70.53980008
