Date,Close,Volume,100_MA
2015-12-14,116.260002,7660700,
2015-12-15,116.93,6118300,
2015-12-16,117.839996,6306300,
2015-12-17,117.5,5275900,
2015-12-18,116.660004,11238900,
2015-12-21,117.690002,3344600,
2015-12-22,117.720001,4092000,
2015-12-23,118.800003,3641900,
2015-12-24,118.57,1659300,
2015-12-28,118.75,2777200,
2015-12-29,120.07,3213900,
2015-12-30,119.43,2400800,
2015-12-31,118.139999,3723200,
2016-01-04,117.58000200000001,9995000,
2016-01-05,119.199997,6314000,
2016-01-06,118.400002,6543800,
2016-01-07,115.660004,7477900,
2016-01-08,115.480003,6103400,
2016-01-11,116.690002,6392400,
2016-01-12,117.440002,5639700,
2016-01-13,115.120003,6986000,
2016-01-14,116.620003,9204500,
2016-01-15,115.18,10201900,
2016-01-19,117.5,9195300,
2016-01-20,115.779999,11905200,
2016-01-21,117.839996,9839100,
2016-01-22,118.400002,9016600,
2016-01-25,119.199997,15141500,
2016-01-26,120.43,8326100,
2016-01-27,120.870003,7409000,
2016-01-28,122.379997,7460500,
2016-01-29,123.779999,10549900,
2016-02-01,124.610001,6189900,
2016-02-02,123.949997,7653000,
2016-02-03,121.470001,9327000,
2016-02-04,120.660004,7595000,
2016-02-05,115.400002,13261700,
2016-02-08,116.050003,11311500,
2016-02-09,117.010002,7525700,
2016-02-10,117.540001,5726300,
2016-02-11,116.730003,7568600,
2016-02-12,117.93,8552800,
2016-02-16,119.18,10835800,
2016-02-17,118.639999,12729000,
2016-02-18,117.16999799999999,9707100,
2016-02-19,116.529999,10793700,
2016-02-22,117.66999799999999,6223300,
2016-02-23,116.900002,5276700,
2016-02-24,117.059998,5349800,
2016-02-25,118.370003,6034000,
2016-02-26,117.059998,5193700,
2016-02-29,117.190002,6467700,
2016-03-01,118.849998,4731500,
2016-03-02,118.480003,4267700,
2016-03-03,116.690002,9132000,
2016-03-04,117.18,5857400,
2016-03-07,117.150002,5640700,
2016-03-08,118.41999799999999,6236200,
2016-03-09,119.639999,6428200,
2016-03-10,119.980003,6171200,
2016-03-11,121.550003,7042300,
2016-03-14,122.900002,7912100,
2016-03-15,123.43,5061400,
2016-03-16,123.519997,6716700,
2016-03-17,123.160004,6108700,
2016-03-18,124.08000200000001,14783800,
2016-03-21,123.809998,4050100,
2016-03-22,123.82,3494500,
2016-03-23,124.190002,4143600,
2016-03-24,123.290001,5796700,
2016-03-28,123.16999799999999,4784400,
2016-03-29,123.970001,7188200,
2016-03-30,125.83000200000001,4853700,
2016-03-31,125.68,7685900,
2016-04-01,127.019997,5212400,
2016-04-04,127.57,4239300,
2016-04-05,127.379997,6282200,
2016-04-06,127.519997,5619900,
2016-04-07,128.139999,4720800,
2016-04-08,127.959999,3625600,
2016-04-11,127.559998,6973700,
2016-04-12,127.610001,5211400,
2016-04-13,126.889999,4985200,
2016-04-14,127.510002,4834800,
2016-04-15,127.779999,3103800,
2016-04-18,128.850006,4525600,
2016-04-19,128.860001,4606300,
2016-04-20,128.550003,5006700,
2016-04-21,125.790001,7947600,
2016-04-22,125.5,9311300,
2016-04-25,127.459999,6979900,
2016-04-26,127.709999,4082300,
2016-04-27,128.300003,4436200,
2016-04-28,127.91999799999999,3385800,
2016-04-29,126.489998,6276900,
2016-05-02,128.199997,4830800,
2016-05-03,128.399994,4048400,
2016-05-04,129.330002,6613700,
2016-05-05,129.279999,4519700,
2016-05-06,130.580002,4418400,121.47980034000004
2016-05-09,130.830002,5006800,121.62550034000003
2016-05-10,131.600006,4082600,121.77220040000003
2016-05-11,129.139999,6890200,121.88520043000003
2016-05-12,130.119995,4286800,122.01140038000001
2016-05-13,128.830002,6568700,122.13310036000003
2016-05-16,129.639999,4343600,122.25260033000002
2016-05-17,127.690002,5826200,122.35230034000001
2016-05-18,126.209999,7303200,122.42640030000003
2016-05-19,125.290001,6255100,122.49360031000002
2016-05-20,122.559998,9735900,122.53170029000003
2016-05-23,122.809998,7081600,122.55910027000003
2016-05-24,123.949997,4494100,122.60430024000003
2016-05-25,123.260002,5307400,122.65550027000003
2016-05-26,123.790001,3716300,122.71760026000001
2016-05-27,123.25,3222800,122.75810029000002
2016-05-31,122.059998,7995200,122.79470025000002
2016-06-01,121.970001,5057200,122.85780022000003
2016-06-02,121.16999799999999,4740200,122.91470017000002
2016-06-03,121.349998,4643000,122.96130013000001
2016-06-06,122.0,4901700,123.00690011000002
2016-06-07,121.900002,4562100,123.07470010000003
2016-06-08,122.110001,3925900,123.12960008000002
2016-06-09,122.790001,4583400,123.20570009000001
2016-06-10,122.360001,4347400,123.2543001
