Date,Close,Volume,100_MA
2015-12-14,51.099998,21586800,
2015-12-15,52.52,21642300,
2015-12-16,53.900002,26044800,
2015-12-17,52.84,17179600,
2015-12-18,51.209998999999996,25509600,
2015-12-21,51.790001000000004,16929000,
2015-12-22,52.009997999999996,13241300,
2015-12-23,52.630001,14950200,
2015-12-24,52.709998999999996,4671200,
2015-12-28,52.380001,8761700,
2015-12-29,52.98,10155100,
2015-12-30,52.299999,8763300,
2015-12-31,51.75,11281800,
2016-01-04,51.130001,23440200,
2016-01-05,50.860001000000004,17444900,
2016-01-06,50.119999,22501800,
2016-01-07,47.560001,37902900,
2016-01-08,46.130001,30643000,
2016-01-11,46.849998,26284600,
2016-01-12,46.880001,26310000,
2016-01-13,45.189999,27925800,
2016-01-14,45.380001,30129500,
2016-01-15,42.470001,52452600,
2016-01-19,41.939999,39032700,
2016-01-20,40.490002000000004,49905400,
2016-01-21,40.150002,34976700,
2016-01-22,41.060001,30187200,
2016-01-25,39.549999,31924000,
2016-01-26,40.5,23508400,
2016-01-27,40.560001,28274800,
2016-01-28,40.389998999999996,23212800,
2016-01-29,42.580002,36107600,
2016-02-01,42.48,22860300,
2016-02-02,40.419998,31460900,
2016-02-03,40.360001000000004,43680300,
2016-02-04,40.790001000000004,26732600,
2016-02-05,39.860001000000004,23599700,
2016-02-08,37.810001,35237100,
2016-02-09,37.509997999999996,39767200,
2016-02-10,37.41,33390000,
2016-02-11,34.98,48945600,
2016-02-12,37.540001000000004,38120400,
2016-02-16,38.889998999999996,31802500,
2016-02-17,39.779999,29133500,
2016-02-18,38.919998,24107700,
2016-02-19,38.990002000000004,22426000,
2016-02-22,39.52,22028600,
2016-02-23,38.220001,26234200,
2016-02-24,38.09,25912400,
2016-02-25,38.619999,19889500,
2016-02-26,39.5,23757400,
2016-02-29,38.849998,22268700,
2016-03-01,41.27,30606800,
2016-03-02,42.220001,28383800,
2016-03-03,42.830002,21835200,
2016-03-04,42.830002,28071000,
2016-03-07,42.610001000000004,22134600,
2016-03-08,41.049999,26265000,
2016-03-09,41.150002,18573900,
2016-03-10,41.369999,21139800,
2016-03-11,42.990002000000004,21068500,
2016-03-14,42.669998,15332700,
2016-03-15,42.59,13784700,
2016-03-16,42.23,22981000,
2016-03-17,42.849998,24262800,
2016-03-18,43.540001000000004,30801900,
2016-03-21,43.599998,16226400,
2016-03-22,43.380001,14885100,
2016-03-23,42.369999,23989200,
2016-03-24,41.939999,22723400,
2016-03-28,41.919998,13062400,
2016-03-29,41.720001,18160100,
2016-03-30,41.880001,14763200,
2016-03-31,41.75,15661700,
2016-04-01,42.470001,17749500,
2016-04-04,42.060001,14376300,
2016-04-05,41.509997999999996,17867800,
2016-04-06,41.860001000000004,16169900,
2016-04-07,40.27,22618000,
2016-04-08,40.470001,14676100,
2016-04-11,41.119999,21083700,
