Date,Close,Volume,100_MA
2015-12-14,24.559998999999998,290200,
2015-12-15,25.360001,526600,
2015-12-16,26.209999,610100,
2015-12-17,26.530001000000002,373700,
2015-12-18,25.309998999999998,353100,
2015-12-21,24.450001,272900,
2015-12-22,24.66,183800,
2015-12-23,24.92,141800,
2015-12-24,25.34,103900,
2015-12-28,24.84,112500,
2015-12-29,25.18,184600,
2015-12-30,25.98,242900,
2015-12-31,25.799999,234900,
2016-01-04,25.719998999999998,601800,
2016-01-05,25.309998999999998,418200,
2016-01-06,25.299999,256600,
2016-01-07,24.67,416000,
2016-01-08,24.93,137400,
2016-01-11,23.870001000000002,294500,
2016-01-12,23.74,369800,
2016-01-13,21.379998999999998,510500,
2016-01-14,20.639999,813700,
2016-01-15,19.889999,921200,
2016-01-19,20.299999,883500,
2016-01-20,20.530001000000002,502600,
2016-01-21,22.790001,1102800,
2016-01-22,23.07,782000,
2016-01-25,23.129998999999998,338000,
2016-01-26,23.09,175600,
2016-01-27,22.0,289000,
2016-01-28,22.5,315300,
2016-01-29,23.219998999999998,538400,
2016-02-01,23.530001000000002,373400,
2016-02-02,22.620001000000002,538700,
2016-02-03,23.0,555800,
2016-02-04,23.48,363700,
2016-02-05,21.870001000000002,1391800,
2016-02-08,20.379998999999998,623700,
2016-02-09,19.85,392700,
2016-02-10,19.969998999999998,160200,
2016-02-11,19.370001000000002,212600,
2016-02-12,19.33,495200,
2016-02-16,20.5,1185100,
2016-02-17,22.370001000000002,3491400,
2016-02-18,20.59,1458500,
2016-02-19,20.57,638600,
2016-02-22,21.209999,764000,
2016-02-23,20.040001,1305800,
2016-02-24,21.02,971500,
2016-02-25,21.66,1271500,
2016-02-26,22.0,1106200,
2016-02-29,22.379998999999998,648100,
2016-03-01,22.690001000000002,692700,
2016-03-02,24.360001,1495800,
2016-03-03,24.27,1210500,
2016-03-04,25.16,877200,
2016-03-07,25.870001000000002,861900,
2016-03-08,26.790001,1348200,
2016-03-09,26.07,949900,
2016-03-10,25.389999,490600,
2016-03-11,26.700001,634700,
2016-03-14,26.58,215000,
2016-03-15,25.83,269300,
2016-03-16,26.799999,401000,
2016-03-17,27.15,560800,
2016-03-18,28.49,1456300,
2016-03-21,28.040001,408200,
2016-03-22,27.51,668200,
2016-03-23,26.200001,381600,
2016-03-24,26.99,682300,
2016-03-28,27.59,544400,
2016-03-29,27.969998999999998,403000,
2016-03-30,27.77,544100,
2016-03-31,28.209999,531100,
2016-04-01,28.450001,652800,
2016-04-04,29.299999,1619700,
2016-04-05,28.75,558700,
2016-04-06,29.5,493800,
2016-04-07,29.209999,320300,
2016-04-08,29.549999,443400,
2016-04-11,29.52,568600,
2016-04-12,29.77,408000,
2016-04-13,29.799999,494900,
2016-04-14,30.959999,627800,
2016-04-15,30.969998999999998,290400,
2016-04-18,31.530001000000002,620800,
2016-04-19,32.049999,483800,
2016-04-20,31.5,442100,
2016-04-21,31.530001000000002,262900,
2016-04-22,31.809998999999998,224200,
2016-04-25,31.129998999999998,325800,
2016-04-26,31.469998999999998,216700,
2016-04-27,31.83,240700,
2016-04-28,31.75,282500,
2016-04-29,31.85,365200,
2016-05-02,31.41,506300,
2016-05-03,30.74,424800,
2016-05-04,29.610001,1839100,
2016-05-05,28.52,1054600,
2016-05-06,27.719998999999998,728800,25.636199909999995
2016-05-09,26.459999,1623600,25.655199909999997
2016-05-10,26.629998999999998,585100,25.667899889999997
2016-05-11,26.27,410300,25.668499899999997
2016-05-12,26.950001,633000,25.672699899999998
2016-05-13,26.290001,396600,25.682499919999994
2016-05-16,26.16,520800,25.699599909999993
2016-05-17,26.799999,688700,25.720999899999992
2016-05-18,26.34,625300,25.735199899999994
2016-05-19,25.969998999999998,760400,25.74149988999999
2016-05-20,26.1,366600,25.75409988999999
2016-05-23,26.82,712700,25.770499889999993
2016-05-24,27.059998999999998,843300,25.78129987999999
2016-05-25,28.200001,924100,25.805299899999994
2016-05-26,27.76,363800,25.825699909999997
2016-05-27,28.57,397800,25.85829992
2016-05-31,29.290001,852600,25.898199939999998
2016-06-01,31.07,2718000,25.96219994
2016-06-02,29.84,1277400,26.011299940000004
2016-06-03,29.58,496500,26.068399930000005
2016-06-06,30.0,987200,26.13099993000001
2016-06-07,29.860001,1018400,26.215799950000008
2016-06-08,30.09,677300,26.310299960000012
2016-06-09,29.41,497900,26.405499970000008
2016-06-10,28.280001000000002,636500,26.485299990000012
2016-06-13,27.99,326000,26.559899980000008
2016-06-14,29.049999,415000,26.62249996000001
2016-06-15,28.66,375400,26.678399960000007
2016-06-16,28.370001000000002,287000,26.73079998000001
2016-06-17,28.940001000000002,344000,26.789299990000007
2016-06-20,29.77,953700,26.866999990000007
2016-06-21,29.870001000000002,617700,26.940700000000007
2016-06-22,29.809998999999998,383000,27.006600000000006
2016-06-23,31.200001,970800,27.08330000000001
2016-06-24,29.07,588200,27.147799990000014
2016-06-27,27.16,887800,27.189399990000013
2016-06-28,28.540001,640900,27.24000000000001
2016-06-29,30.32,640800,27.324499990000014
2016-06-30,30.76,900600,27.428300000000018
2016-07-01,30.83,549100,27.538100000000018
2016-07-05,30.610001,659200,27.64450002000002
2016-07-06,30.65,382100,27.757300010000016
2016-07-07,30.370001000000002,305200,27.86770002000002
2016-07-08,31.0,889800,27.97270002000002
2016-07-11,31.85,1049700,28.06750001000002
2016-07-12,32.490002000000004,1448600,28.18650003000002
2016-07-13,31.99,593900,28.300700030000016
2016-07-14,32.099998,611600,28.409600020000017
2016-07-15,32.32,1150900,28.532400010000018
2016-07-18,32.200001,779900,28.64420002000002
2016-07-19,33.259997999999996,1570100,28.760200000000022
2016-07-20,33.09,1239200,28.871100000000023
2016-07-21,32.73,994100,28.97460001000002
2016-07-22,32.869999,1637000,29.076399990000024
2016-07-25,32.599998,540600,29.158799960000024
2016-07-26,32.549999,802000,29.241599950000023
2016-07-27,33.209998999999996,856900,29.322099940000026
2016-07-28,34.27,1046900,29.40609993000003
2016-07-29,34.27,670900,29.480899920000027
2016-08-01,34.049999,729800,29.560699910000025
2016-08-02,33.529999,1203600,29.642099910000024
2016-08-03,36.790001000000004,3353700,29.742999910000023
2016-08-04,36.849998,1561600,29.845699890000024
2016-08-05,37.009997999999996,932100,29.957499870000024
2016-08-08,38.310001,1203300,30.072599890000024
2016-08-09,38.790001000000004,1356800,30.18899990000002
2016-08-10,39.290001000000004,1058500,30.29699991000002
2016-08-11,39.91,2146400,30.41569990000002
2016-08-12,39.380001,970400,30.53439991000002
2016-08-15,39.080002,1199200,30.66319992000002
2016-08-16,38.369999,1924300,30.776999910000022
2016-08-17,38.740002000000004,5811300,30.88849993000002
2016-08-18,40.25,2196900,31.011299940000022
2016-08-19,42.41,1738500,31.157699940000022
2016-08-22,42.470001,1015800,31.30029996000002
2016-08-23,41.759997999999996,1702800,31.433399930000018
2016-08-24,40.939999,792600,31.54979993000002
2016-08-25,40.630001,942500,31.66859994000002
2016-08-26,41.52,586400,31.788799940000022
2016-08-29,41.389998999999996,389700,31.91059994000002
2016-08-30,41.290001000000004,392700,32.02799996000002
2016-08-31,41.360001000000004,671900,32.14639997000002
2016-09-01,40.669998,971500,32.25539995000002
2016-09-02,42.419998,1449800,32.38159994000002
2016-09-06,43.189999,810200,32.50389994000002
2016-09-07,42.779999,523400,32.621999940000016
2016-09-08,43.209998999999996,651100,32.73879992000002
2016-09-09,41.040001000000004,950600,32.82869994000002
2016-09-12,41.630001,1029500,32.92999995000002
2016-09-13,40.57,590700,33.02039994000002
2016-09-14,40.900002,579600,33.11129997000002
2016-09-15,41.77,523700,33.21769998000001
2016-09-16,41.490002000000004,689300,33.31790001000002
2016-09-19,42.950001,1682400,33.42910002000002
2016-09-20,42.459998999999996,973200,33.53620001000002
2016-09-21,44.5,1057000,33.66270001000002
2016-09-22,43.860001000000004,1021600,33.78720002000002
2016-09-23,43.349998,627800,33.91330000000003
2016-09-26,43.200001,423000,34.04920000000003
2016-09-27,43.869999,464700,34.20269999000003
2016-09-28,42.75,1468200,34.35300000000003
2016-09-29,42.959998999999996,665900,34.51800000000003
2016-09-30,42.919998,384800,34.68089999000003
