DATE,FPCPITOTLZGUSA
2014-01-01,1.62222297740821
2015-01-01,0.118627135552435
2016-01-01,1.26158320570537
2017-01-01,2.13011000365963
2018-01-01,2.44258329692818
2019-01-01,1.81221007526015
